"","start_station","end_station","volume"
"591","Grays Ferry & Pemberton","11th & Pine, Kahn Park",391
"592","Health Sciences Drive","11th & Pine, Kahn Park",106
"593","Independence Mall, NPS","11th & Pine, Kahn Park",295
"594","Moyamensing & Tasker","11th & Pine, Kahn Park",220
"595","Municipal Services Building Plaza","11th & Pine, Kahn Park",99
"596","Parkside & Belmont, Case Building","11th & Pine, Kahn Park",5
"597","ParkWest Town Center","11th & Pine, Kahn Park",2
"598","Penn Treaty Park","11th & Pine, Kahn Park",0
"599","Pennsylvania & Fairmount Perelman Building","11th & Pine, Kahn Park",276
"600","Pennsylvania Convention Center","11th & Pine, Kahn Park",225
"601","Philadelphia Museum of Art","11th & Pine, Kahn Park",1113
"602","Philadelphia Zoo","11th & Pine, Kahn Park",4
"603","Point Breeze & Tasker","11th & Pine, Kahn Park",132
"604","Race Street Pier","11th & Pine, Kahn Park",196
"605","Ridge & Master","11th & Pine, Kahn Park",4
"606","Rittenhouse Square","11th & Pine, Kahn Park",252
"607","Rodin Museum","11th & Pine, Kahn Park",144
"608","Schuylkill Banks Pergola","11th & Pine, Kahn Park",174
"609","Spring Garden Station, BSL","11th & Pine, Kahn Park",192
"610","Spring Garden Station, MFL","11th & Pine, Kahn Park",35
"611","Temple University Station","11th & Pine, Kahn Park",68
"612","The Children's Hospital of Philadelphia (CHOP)","11th & Pine, Kahn Park",431
"613","The Children's Hospital of Philadelphia, Osler Circle","11th & Pine, Kahn Park",294
"614","Thompson & Palmer, Adaire School","11th & Pine, Kahn Park",16
"615","University City Station","11th & Pine, Kahn Park",679
"616","Welcome Park, NPS","11th & Pine, Kahn Park",234
"617","10th & Chestnut","11th & Poplar, John F. Street Community Center",16
"618","10th & Federal","11th & Poplar, John F. Street Community Center",50
"619","11th & Market","11th & Poplar, John F. Street Community Center",98
"620","11th & Pine, Kahn Park","11th & Poplar, John F. Street Community Center",21
"621","11th & Poplar, John F. Street Community Center","11th & Poplar, John F. Street Community Center",483
"622","11th & Reed","11th & Poplar, John F. Street Community Center",204
"623","11th & South","11th & Poplar, John F. Street Community Center",3
"624","11th & Washington","11th & Poplar, John F. Street Community Center",18
"625","12th & Callowhill","11th & Poplar, John F. Street Community Center",31
"626","12th & Chestnut","11th & Poplar, John F. Street Community Center",47
"627","12th & Filbert","11th & Poplar, John F. Street Community Center",31
"628","12th & Normandy","11th & Poplar, John F. Street Community Center",0
"629","12th & Passyunk","11th & Poplar, John F. Street Community Center",15
"630","13th & Locust","11th & Poplar, John F. Street Community Center",20
"631","13th & Montgomery","11th & Poplar, John F. Street Community Center",126
"632","15th & Castle, DiSilvestro Playground","11th & Poplar, John F. Street Community Center",1
"633","15th & Kitty Hawk","11th & Poplar, John F. Street Community Center",0
"634","15th & Market","11th & Poplar, John F. Street Community Center",36
"635","15th & South","11th & Poplar, John F. Street Community Center",14
"636","15th & Spruce","11th & Poplar, John F. Street Community Center",8
"637","16th & Arch","11th & Poplar, John F. Street Community Center",5
"638","16th & Chestnut","11th & Poplar, John F. Street Community Center",9
"639","17th & Girard","11th & Poplar, John F. Street Community Center",26
"640","17th & Green","11th & Poplar, John F. Street Community Center",4
"641","17th & JFK","11th & Poplar, John F. Street Community Center",3
"642","17th & Locust","11th & Poplar, John F. Street Community Center",6
"643","17th & Pine","11th & Poplar, John F. Street Community Center",2
"644","17th & Sansom","11th & Poplar, John F. Street Community Center",8
"645","17th & Spring Garden","11th & Poplar, John F. Street Community Center",17
"646","18th & Chestnut","11th & Poplar, John F. Street Community Center",0
"647","18th & Christian","11th & Poplar, John F. Street Community Center",0
"648","18th & Fernon, Aquinas Center","11th & Poplar, John F. Street Community Center",0
"649","18th & JFK","11th & Poplar, John F. Street Community Center",11
"650","18th & JFK Curbside","11th & Poplar, John F. Street Community Center",8
"651","18th & Washington, Chew Playground","11th & Poplar, John F. Street Community Center",1
"652","19th & Girard, PTTI","11th & Poplar, John F. Street Community Center",21
"653","19th & Lombard","11th & Poplar, John F. Street Community Center",3
"654","19th & Market","11th & Poplar, John F. Street Community Center",9
"655","20th & Fairmount","11th & Poplar, John F. Street Community Center",18
"656","20th & Market","11th & Poplar, John F. Street Community Center",8
"657","20th & Race","11th & Poplar, John F. Street Community Center",3
"658","20th & Sansom","11th & Poplar, John F. Street Community Center",44
"659","21st & Catharine","11th & Poplar, John F. Street Community Center",1
"660","21st & Winter, Franklin Institute","11th & Poplar, John F. Street Community Center",0
"661","22nd & Cecil B. Moore","11th & Poplar, John F. Street Community Center",35
"662","22nd & Federal","11th & Poplar, John F. Street Community Center",6
"663","23rd & Fairmount","11th & Poplar, John F. Street Community Center",4
"664","23rd & Market","11th & Poplar, John F. Street Community Center",6
"665","23rd & South","11th & Poplar, John F. Street Community Center",4
"666","24th & Cecil B. Moore, Cecil B. Moore Library","11th & Poplar, John F. Street Community Center",0
"667","24th & Race SRT","11th & Poplar, John F. Street Community Center",3
"668","24th & Sansom","11th & Poplar, John F. Street Community Center",3
"669","25th & Diamond","11th & Poplar, John F. Street Community Center",16
"670","25th & Locust","11th & Poplar, John F. Street Community Center",2
"671","27th & Girard","11th & Poplar, John F. Street Community Center",50
"672","27th & Master, Athletic Recreation Center","11th & Poplar, John F. Street Community Center",1
"673","27th & South","11th & Poplar, John F. Street Community Center",1
"674","29th & Dauphin","11th & Poplar, John F. Street Community Center",20
"675","29th & Diamond","11th & Poplar, John F. Street Community Center",1
"676","2nd & Fairmount","11th & Poplar, John F. Street Community Center",30
"677","2nd & Germantown","11th & Poplar, John F. Street Community Center",51
"678","2nd & Market","11th & Poplar, John F. Street Community Center",39
"679","2nd & Norris","11th & Poplar, John F. Street Community Center",0
"680","2nd & Race","11th & Poplar, John F. Street Community Center",9
"681","2nd & South","11th & Poplar, John F. Street Community Center",3
"682","30th Street Station East","11th & Poplar, John F. Street Community Center",4
"683","31st & Girard","11th & Poplar, John F. Street Community Center",19
"684","32nd & Baring, Drexel Park","11th & Poplar, John F. Street Community Center",0
"685","33rd & Dauphin","11th & Poplar, John F. Street Community Center",7
"686","33rd & Diamond","11th & Poplar, John F. Street Community Center",3
"687","33rd & Market","11th & Poplar, John F. Street Community Center",6
"688","33rd & Reservoir","11th & Poplar, John F. Street Community Center",2
"689","34th & Chestnut","11th & Poplar, John F. Street Community Center",2
"690","34th & Mantua","11th & Poplar, John F. Street Community Center",10
"691","34th & Spruce","11th & Poplar, John F. Street Community Center",0
"692","36th & Sansom","11th & Poplar, John F. Street Community Center",5
"693","38th & Market","11th & Poplar, John F. Street Community Center",1
"694","38th & Powelton","11th & Poplar, John F. Street Community Center",4
"695","38th & Spruce","11th & Poplar, John F. Street Community Center",1
"696","39th & Mt. Vernon, Mantua Haverford Community Center","11th & Poplar, John F. Street Community Center",0
"697","3rd & Girard","11th & Poplar, John F. Street Community Center",77
"698","40th & Baltimore, Trolley Portal","11th & Poplar, John F. Street Community Center",1
"699","40th & Spruce","11th & Poplar, John F. Street Community Center",0
"700","40th Street Station, MFL","11th & Poplar, John F. Street Community Center",1
"701","42nd & Lancaster","11th & Poplar, John F. Street Community Center",1
"702","43rd & Chester, Clark Park","11th & Poplar, John F. Street Community Center",1
"703","44th & Walnut","11th & Poplar, John F. Street Community Center",3
"704","45th & Baltimore","11th & Poplar, John F. Street Community Center",1
"705","46th Street Station, MFL","11th & Poplar, John F. Street Community Center",1
"706","48th & Spruce","11th & Poplar, John F. Street Community Center",0
"707","4th & Bainbridge","11th & Poplar, John F. Street Community Center",23
"708","4th & Christian","11th & Poplar, John F. Street Community Center",3
"709","4th & Walnut, NPS","11th & Poplar, John F. Street Community Center",11
"710","4th & Washington","11th & Poplar, John F. Street Community Center",1
"711","6th & Berks","11th & Poplar, John F. Street Community Center",18
"712","6th & Fairmount","11th & Poplar, John F. Street Community Center",65
"713","6th & Race","11th & Poplar, John F. Street Community Center",26
"714","7th & Fitzwater","11th & Poplar, John F. Street Community Center",4
"715","8th & Market","11th & Poplar, John F. Street Community Center",42
"716","8th & Mifflin, Bok Building","11th & Poplar, John F. Street Community Center",6
"717","9th & Arch","11th & Poplar, John F. Street Community Center",260
"718","9th & Locust","11th & Poplar, John F. Street Community Center",7
"719","9th & Spring Garden","11th & Poplar, John F. Street Community Center",53
"720","Amtrak 30th Street Station","11th & Poplar, John F. Street Community Center",5
"721","Barnes Foundation","11th & Poplar, John F. Street Community Center",10
"722","Berks Station, MFL","11th & Poplar, John F. Street Community Center",6
"723","Broad & Carpenter","11th & Poplar, John F. Street Community Center",0
"724","Broad & Cecil B Moore","11th & Poplar, John F. Street Community Center",2
"725","Broad & Christian","11th & Poplar, John F. Street Community Center",4
"726","Broad & Diamond","11th & Poplar, John F. Street Community Center",16
"727","Broad & Federal","11th & Poplar, John F. Street Community Center",10
"728","Broad & Girard","11th & Poplar, John F. Street Community Center",282
"729","Broad & Oxford","11th & Poplar, John F. Street Community Center",136
"730","Broad & Passyunk","11th & Poplar, John F. Street Community Center",27
"731","Broad & Pattison, BSL","11th & Poplar, John F. Street Community Center",1
"732","Broad & Ritner","11th & Poplar, John F. Street Community Center",0
"733","Corinthian & Poplar","11th & Poplar, John F. Street Community Center",6
"734","Crescent Park","11th & Poplar, John F. Street Community Center",0
"735","Darien & Catharine","11th & Poplar, John F. Street Community Center",0
"736","Del. River Trail & Penn St.","11th & Poplar, John F. Street Community Center",8
"737","Dornsife Center","11th & Poplar, John F. Street Community Center",5
"738","Fairmount & Ridge","11th & Poplar, John F. Street Community Center",44
"739","Foglietta Plaza","11th & Poplar, John F. Street Community Center",10
"740","Frankford & Belgrade","11th & Poplar, John F. Street Community Center",11
"741","Free Library of Philadelphia - Central Library","11th & Poplar, John F. Street Community Center",10
"742","Front & Carpenter","11th & Poplar, John F. Street Community Center",15
"743","Girard & Hutchinson","11th & Poplar, John F. Street Community Center",97
"744","Girard Station, MFL","11th & Poplar, John F. Street Community Center",62
"745","Grays Ferry & Pemberton","11th & Poplar, John F. Street Community Center",3
"746","Health Sciences Drive","11th & Poplar, John F. Street Community Center",0
"747","Independence Mall, NPS","11th & Poplar, John F. Street Community Center",8
"748","Moyamensing & Tasker","11th & Poplar, John F. Street Community Center",2
"749","Municipal Services Building Plaza","11th & Poplar, John F. Street Community Center",30
"750","Parkside & Belmont, Case Building","11th & Poplar, John F. Street Community Center",3
"751","ParkWest Town Center","11th & Poplar, John F. Street Community Center",0
"752","Penn Treaty Park","11th & Poplar, John F. Street Community Center",0
"753","Pennsylvania & Fairmount Perelman Building","11th & Poplar, John F. Street Community Center",15
"754","Pennsylvania Convention Center","11th & Poplar, John F. Street Community Center",42
"755","Philadelphia Museum of Art","11th & Poplar, John F. Street Community Center",39
"756","Philadelphia Zoo","11th & Poplar, John F. Street Community Center",1
"757","Point Breeze & Tasker","11th & Poplar, John F. Street Community Center",2
"758","Race Street Pier","11th & Poplar, John F. Street Community Center",8
"759","Ridge & Master","11th & Poplar, John F. Street Community Center",18
"760","Rittenhouse Square","11th & Poplar, John F. Street Community Center",2
"761","Rodin Museum","11th & Poplar, John F. Street Community Center",14
"762","Schuylkill Banks Pergola","11th & Poplar, John F. Street Community Center",0
"763","Spring Garden Station, BSL","11th & Poplar, John F. Street Community Center",54
"764","Spring Garden Station, MFL","11th & Poplar, John F. Street Community Center",7
"765","Temple University Station","11th & Poplar, John F. Street Community Center",36
"766","The Children's Hospital of Philadelphia (CHOP)","11th & Poplar, John F. Street Community Center",1
"767","The Children's Hospital of Philadelphia, Osler Circle","11th & Poplar, John F. Street Community Center",2
"768","Thompson & Palmer, Adaire School","11th & Poplar, John F. Street Community Center",32
"769","University City Station","11th & Poplar, John F. Street Community Center",0
"770","Welcome Park, NPS","11th & Poplar, John F. Street Community Center",5
"771","10th & Chestnut","11th & Reed",201
"772","10th & Federal","11th & Reed",245
"773","11th & Market","11th & Reed",274
"774","11th & Pine, Kahn Park","11th & Reed",399
"775","11th & Poplar, John F. Street Community Center","11th & Reed",9
"776","11th & Reed","11th & Reed",1265
"777","11th & South","11th & Reed",587
"778","11th & Washington","11th & Reed",490
"779","12th & Callowhill","11th & Reed",41
"780","12th & Chestnut","11th & Reed",380
"781","12th & Filbert","11th & Reed",151
"782","12th & Normandy","11th & Reed",7
"783","12th & Passyunk","11th & Reed",268
"784","13th & Locust","11th & Reed",898
"785","13th & Montgomery","11th & Reed",61
"786","15th & Castle, DiSilvestro Playground","11th & Reed",116
"787","15th & Kitty Hawk","11th & Reed",9
"788","15th & Market","11th & Reed",134
"789","15th & South","11th & Reed",253
"790","15th & Spruce","11th & Reed",680
"791","16th & Arch","11th & Reed",15
"792","16th & Chestnut","11th & Reed",54
"793","17th & Girard","11th & Reed",2
"794","17th & Green","11th & Reed",3
"795","17th & JFK","11th & Reed",2
"796","17th & Locust","11th & Reed",172
"797","17th & Pine","11th & Reed",386
"798","17th & Sansom","11th & Reed",91
"799","17th & Spring Garden","11th & Reed",42
"800","18th & Chestnut","11th & Reed",36
"801","18th & Christian","11th & Reed",27
"802","18th & Fernon, Aquinas Center","11th & Reed",271
"803","18th & JFK","11th & Reed",96
"804","18th & JFK Curbside","11th & Reed",53
"805","18th & Washington, Chew Playground","11th & Reed",292
"806","19th & Girard, PTTI","11th & Reed",4
"807","19th & Lombard","11th & Reed",125
"808","19th & Market","11th & Reed",78
"809","20th & Fairmount","11th & Reed",11
"810","20th & Market","11th & Reed",48
"811","20th & Race","11th & Reed",18
"812","20th & Sansom","11th & Reed",248
"813","21st & Catharine","11th & Reed",227
"814","21st & Winter, Franklin Institute","11th & Reed",12
"815","22nd & Cecil B. Moore","11th & Reed",2
"816","22nd & Federal","11th & Reed",159
"817","23rd & Fairmount","11th & Reed",11
"818","23rd & Market","11th & Reed",55
"819","23rd & South","11th & Reed",183
"820","24th & Cecil B. Moore, Cecil B. Moore Library","11th & Reed",0
